islay 0.1.0 - Othello/Reversi engine (movegen backend: hybrid (int+NEON))
type 'uci', 'go perft <depth> [nocache]', 'd', 'test', or 'quit'
info string pattern weights loaded: weights/v12.pat (v3, 15 stages x 167332)
info string option EvalFile = weights/v12.pat
stage,depth,score,standpat
11,5,4200,2778
11,6,3842,2778
11,7,3755,2778
11,8,3882,2778
11,9,3766,2778
11,10,4813,2778
11,11,4915,2778
11,12,4200,2778
5,1,2344,2156
5,2,1913,2156
5,3,2184,2156
5,4,2070,2156
5,5,1947,2156
5,6,1893,2156
5,7,1980,2156
5,8,2068,2156
5,9,1889,2156
5,10,1809,2156
5,11,1988,2156
5,12,1757,2156
2,1,523,233
2,2,350,233
2,3,-82,233
2,4,-1,233
2,5,55,233
2,6,68,233
2,7,-261,233
2,8,157,233
2,9,6,233
2,10,217,233
2,11,170,233
2,12,140,233
5,1,2340,2058
5,2,2126,2058
5,3,2189,2058
5,4,2394,2058
5,5,2309,2058
5,6,2106,2058
5,7,2301,2058
5,8,2263,2058
5,9,2226,2058
5,10,2076,2058
5,11,2081,2058
5,12,2167,2058
3,1,651,686
3,2,534,686
3,3,222,686
3,4,782,686
3,5,643,686
3,6,889,686
3,7,745,686
3,8,799,686
3,9,660,686
3,10,999,686
3,11,706,686
3,12,745,686
1,1,575,85
1,2,419,85
1,3,696,85
1,4,696,85
1,5,449,85
1,6,403,85
1,7,167,85
1,8,362,85
1,9,67,85
1,10,303,85
1,11,37,85
1,12,225,85
5,1,-184,-417
5,2,52,-417
5,3,-110,-417
5,4,75,-417
5,5,15,-417
5,6,-183,-417
5,7,16,-417
5,8,345,-417
5,9,407,-417
5,10,362,-417
5,11,411,-417
5,12,600,-417
10,1,779,409
10,2,376,409
10,3,755,409
10,4,1084,409
10,5,1021,409
10,6,731,409
10,7,965,409
10,8,1076,409
10,9,843,409
10,10,1132,409
10,11,1213,409
10,12,1131,409
10,1,-2810,-3978
10,2,-2558,-3978
10,3,-3381,-3978
10,4,-3214,-3978
10,5,-3287,-3978
10,6,-3091,-3978
10,7,-3273,-3978
10,8,-3164,-3978
10,9,-3138,-3978
10,10,-3186,-3978
10,11,-3301,-3978
10,12,-3171,-3978
5,1,3146,2886
5,2,1523,2886
5,3,2416,2886
5,4,2375,2886
5,5,2598,2886
5,6,2440,2886
5,7,2049,2886
5,8,2063,2886
5,9,1968,2886
5,10,2339,2886
5,11,2115,2886
5,12,2139,2886
11,1,1452,1204
11,2,1781,1204
11,3,1676,1204
11,4,1823,1204
11,5,2176,1204
11,6,2623,1204
11,7,2488,1204
11,8,2795,1204
11,9,2500,1204
11,10,2832,1204
11,11,3176,1204
11,12,3335,1204
6,1,2837,2618
6,2,2526,2618
6,3,2513,2618
6,4,2120,2618
6,5,2036,2618
6,6,2038,2618
6,7,1909,2618
6,8,2146,2618
6,9,1857,2618
6,10,2155,2618
6,11,1964,2618
6,12,2182,2618
6,1,-2653,-2619
6,2,-2558,-2619
6,3,-2527,-2619
6,4,-2366,-2619
6,5,-2461,-2619
6,6,-2589,-2619
6,7,-2488,-2619
6,8,-2393,-2619
6,9,-2319,-2619
6,10,-2308,-2619
6,11,-2293,-2619
6,12,-2423,-2619
7,1,-1554,-2302
7,2,-2506,-2302
7,3,-2471,-2302
7,4,-2740,-2302
7,5,-2557,-2302
7,6,-2716,-2302
7,7,-2631,-2302
7,8,-2563,-2302
7,9,-2822,-2302
7,10,-2692,-2302
7,11,-2871,-2302
7,12,-2574,-2302
11,1,784,374
11,2,17,374
11,3,284,374
11,4,-408,374
11,5,-162,374
11,6,-212,374
11,7,-286,374
11,8,-156,374
11,9,-136,374
11,10,-405,374
11,11,-382,374
11,12,-166,374
12,1,840,877
12,2,363,877
12,3,617,877
12,4,366,877
12,5,410,877
12,6,572,877
12,7,956,877
12,8,828,877
12,9,1000,877
12,10,1000,877
12,11,1400,877
11,1,603,88
11,2,-730,88
11,3,10,88
11,4,-338,88
11,5,1,88
11,6,-318,88
11,7,-431,88
11,8,-495,88
11,9,-672,88
11,10,-622,88
11,11,-152,88
11,12,-200,88
10,1,2332,-240
10,2,1882,-240
10,3,1670,-240
10,4,1686,-240
10,5,1578,-240
10,6,1468,-240
10,7,1659,-240
10,8,1950,-240
10,9,1826,-240
10,10,1673,-240
10,11,1700,-240
10,12,1938,-240
12,1,2224,943
12,2,1933,943
12,3,2565,943
12,4,2010,943
12,5,1958,943
12,6,1385,943
12,7,1642,943
12,8,1942,943
12,9,1699,943
12,10,1918,943
12,11,2000,943
12,12,2000,943
3,1,-660,-640
3,2,-1210,-640
3,3,-1613,-640
3,4,-1597,-640
3,5,-1870,-640
3,6,-1513,-640
3,7,-1619,-640
3,8,-1473,-640
3,9,-1445,-640
3,10,-1422,-640
3,11,-1507,-640
3,12,-1377,-640
10,1,-677,-1192
10,2,-1402,-1192
10,3,-1389,-1192
10,4,-1316,-1192
10,5,-1562,-1192
10,6,-1491,-1192
10,7,-1437,-1192
10,8,-1487,-1192
10,9,-1366,-1192
10,10,-1317,-1192
10,11,-1287,-1192
10,12,-1685,-1192
11,1,-293,-659
11,2,-335,-659
11,3,477,-659
11,4,398,-659
11,5,1051,-659
11,6,873,-659
11,7,792,-659
11,8,999,-659
11,9,245,-659
11,10,616,-659
11,11,547,-659
11,12,400,-659
1,1,211,9
1,2,-164,9
1,3,-2,9
1,4,-177,9
1,5,207,9
1,6,187,9
1,7,85,9
1,8,316,9
1,9,180,9
1,10,275,9
1,11,345,9
1,12,385,9
5,1,-185,-175
5,2,248,-175
5,3,-5,-175
5,4,69,-175
5,5,-189,-175
5,6,-69,-175
5,7,-173,-175
5,8,-252,-175
5,9,-122,-175
5,10,-57,-175
5,11,-7,-175
5,12,134,-175
11,1,-2481,-2624
11,2,-3397,-2624
11,3,-3362,-2624
11,4,-3343,-2624
11,5,-3425,-2624
11,6,-3580,-2624
11,7,-3386,-2624
11,8,-3591,-2624
11,9,-3485,-2624
11,10,-3404,-2624
11,11,-3705,-2624
11,12,-3669,-2624
9,1,-787,-1151
9,2,-546,-1151
9,3,-537,-1151
9,4,-167,-1151
9,5,-81,-1151
9,6,40,-1151
9,7,-591,-1151
9,8,-635,-1151
9,9,-625,-1151
9,10,-704,-1151
9,11,-765,-1151
9,12,-276,-1151
1,1,259,-118
1,2,402,-118
1,3,125,-118
1,4,171,-118
1,5,-47,-118
1,6,83,-118
1,7,-5,-118
1,8,-266,-118
1,9,-138,-118
1,10,109,-118
1,11,-294,-118
1,12,-47,-118
1,1,40,-66
1,2,289,-66
1,3,249,-66
1,4,142,-66
1,5,213,-66
1,6,-106,-66
1,7,-59,-66
1,8,-80,-66
1,9,-102,-66
1,10,-145,-66
1,11,-309,-66
1,12,-232,-66
1,1,494,310
1,2,750,310
1,3,512,310
1,4,526,310
1,5,412,310
1,6,442,310
1,7,336,310
1,8,430,310
1,9,349,310
1,10,630,310
1,11,525,310
1,12,596,310
9,1,-1728,-1388
9,2,-2584,-1388
9,3,-2621,-1388
9,4,-2763,-1388
9,5,-2646,-1388
9,6,-2643,-1388
9,7,-2823,-1388
9,8,-2677,-1388
9,9,-2691,-1388
9,10,-2725,-1388
9,11,-2770,-1388
9,12,-2711,-1388
8,1,-928,-1936
8,2,-1240,-1936
8,3,-834,-1936
8,4,-832,-1936
8,5,-620,-1936
8,6,-776,-1936
8,7,-872,-1936
8,8,-763,-1936
8,9,-592,-1936
8,10,-518,-1936
8,11,-358,-1936
8,12,-244,-1936
8,1,3138,3075
8,2,2602,3075
8,3,2210,3075
8,4,1591,3075
8,5,1277,3075
8,6,1002,3075
8,7,680,3075
8,8,515,3075
8,9,532,3075
8,10,392,3075
8,11,267,3075
8,12,467,3075
2,1,314,-37
2,2,131,-37
2,3,155,-37
2,4,-153,-37
2,5,10,-37
2,6,-208,-37
2,7,-277,-37
2,8,-293,-37
2,9,-370,-37
2,10,-420,-37
2,11,-797,-37
2,12,-680,-37
12,1,2294,1550
12,2,1873,1550
12,3,3064,1550
12,4,3056,1550
12,5,3515,1550
12,6,3507,1550
12,7,3831,1550
12,8,3887,1550
12,9,3945,1550
12,10,3930,1550
12,11,3945,1550
12,12,4200,1550
1,1,406,-186
1,2,-64,-186
1,3,-22,-186
1,4,-551,-186
1,5,-940,-186
1,6,-513,-186
1,7,-697,-186
1,8,-798,-186
1,9,-737,-186
1,10,-696,-186
1,11,-785,-186
1,12,-924,-186
5,1,613,397
5,2,329,397
5,3,595,397
5,4,423,397
5,5,535,397
5,6,736,397
5,7,714,397
5,8,811,397
5,9,844,397
5,10,567,397
5,11,595,397
5,12,603,397
5,1,-462,-753
5,2,-310,-753
5,3,-447,-753
5,4,-445,-753
5,5,-400,-753
5,6,-439,-753
5,7,-370,-753
5,8,-176,-753
5,9,-174,-753
5,10,-192,-753
5,11,-50,-753
5,12,-48,-753
9,1,81,143
9,2,159,143
9,3,14,143
9,4,-132,143
9,5,-161,143
9,6,-75,143
9,7,-672,143
9,8,-492,143
9,9,-329,143
9,10,161,143
9,11,-30,143
9,12,30,143
1,1,1039,784
1,2,1057,784
1,3,651,784
1,4,710,784
1,5,637,784
1,6,726,784
1,7,555,784
1,8,764,784
1,9,630,784
1,10,669,784
1,11,583,784
1,12,621,784
5,1,-2482,-2671
5,2,-2705,-2671
5,3,-2344,-2671
5,4,-2546,-2671
5,5,-2568,-2671
5,6,-2550,-2671
5,7,-2393,-2671
5,8,-2549,-2671
5,9,-2415,-2671
5,10,-2454,-2671
5,11,-2251,-2671
5,12,-2228,-2671
1,1,383,119
1,2,162,119
1,3,156,119
1,4,142,119
1,5,62,119
1,6,271,119
1,7,130,119
1,8,188,119
1,9,266,119
1,10,379,119
1,11,276,119
1,12,181,119
9,1,212,-126
9,2,-793,-126
9,3,-130,-126
9,4,-283,-126
9,5,-172,-126
9,6,-207,-126
9,7,-70,-126
9,8,-397,-126
9,9,-35,-126
9,10,-188,-126
9,11,-480,-126
9,12,-508,-126
9,1,2407,1881
9,2,2038,1881
9,3,1853,1881
9,4,1463,1881
9,5,1835,1881
9,6,1209,1881
9,7,1398,1881
9,8,1264,1881
9,9,1173,1881
9,10,1011,1881
9,11,839,1881
9,12,732,1881
3,1,-822,-785
3,2,-997,-785
3,3,-1267,-785
3,4,-1261,-785
3,5,-1215,-785
3,6,-1220,-785
3,7,-1413,-785
3,8,-1468,-785
3,9,-1765,-785
3,10,-1648,-785
3,11,-1526,-785
3,12,-1651,-785
10,1,3546,1934
10,2,3264,1934
10,3,4058,1934
10,4,3864,1934
10,5,3524,1934
10,6,3059,1934
10,7,3163,1934
10,8,3233,1934
10,9,3087,1934
10,10,3056,1934
10,11,3147,1934
10,12,2873,1934
3,1,-2354,-2113
3,2,-2153,-2113
3,3,-2044,-2113
3,4,-2072,-2113
3,5,-2222,-2113
3,6,-2264,-2113
3,7,-2278,-2113
3,8,-2336,-2113
3,9,-2287,-2113
3,10,-2174,-2113
3,11,-2221,-2113
3,12,-2066,-2113
8,1,-1860,-2083
8,2,-2053,-2083
8,3,-1880,-2083
8,4,-1794,-2083
8,5,-1734,-2083
8,6,-1857,-2083
8,7,-1676,-2083
8,8,-1627,-2083
8,9,-1861,-2083
8,10,-1647,-2083
8,11,-1941,-2083
8,12,-2014,-2083
10,1,-962,-1162
10,2,-1335,-1162
10,3,-1123,-1162
10,4,-1008,-1162
10,5,-890,-1162
10,6,-622,-1162
10,7,-629,-1162
10,8,-935,-1162
10,9,-755,-1162
10,10,-985,-1162
10,11,-1065,-1162
10,12,-1140,-1162
1,1,1,238
1,2,-113,238
1,3,-95,238
1,4,-12,238
1,5,168,238
1,6,254,238
1,7,157,238
1,8,368,238
1,9,251,238
1,10,339,238
1,11,218,238
1,12,578,238
9,1,2392,2141
9,2,2463,2141
9,3,2985,2141
9,4,3096,2141
9,5,2884,2141
9,6,3034,2141
9,7,2716,2141
9,8,2983,2141
9,9,3261,2141
9,10,3316,2141
9,11,3172,2141
9,12,3177,2141
12,1,2415,2109
12,2,1898,2109
12,3,2365,2109
12,4,1945,2109
12,5,1577,2109
12,6,1309,2109
12,7,1715,2109
12,8,1722,2109
12,9,1894,2109
12,10,1762,2109
12,11,1800,2109
12,12,1600,2109
4,1,2342,2107
4,2,5017,2107
4,3,4803,2107
4,4,5023,2107
4,5,5526,2107
4,6,5358,2107
4,7,5623,2107
4,8,6193,2107
4,9,5739,2107
4,10,5863,2107
4,11,5998,2107
4,12,6399,2107
12,1,-1883,-2604
12,2,-2108,-2604
12,3,-1558,-2604
12,4,-1738,-2604
12,5,-2002,-2604
12,6,-1679,-2604
12,7,-1885,-2604
12,8,-1752,-2604
12,9,-1907,-2604
12,10,-1616,-2604
12,11,-1600,-2604
12,12,-2000,-2604
9,1,1404,1280
9,2,998,1280
9,3,1068,1280
9,4,936,1280
9,5,844,1280
9,6,805,1280
9,7,763,1280
9,8,603,1280
9,9,568,1280
9,10,354,1280
9,11,389,1280
9,12,484,1280
2,1,2073,1801
2,2,1718,1801
2,3,1880,1801
2,4,1800,1801
2,5,1634,1801
2,6,1651,1801
2,7,1803,1801
2,8,1760,1801
2,9,1690,1801
2,10,1731,1801
2,11,1744,1801
2,12,1516,1801
4,1,1201,1616
4,2,1494,1616
4,3,1203,1616
4,4,1480,1616
4,5,1242,1616
4,6,1445,1616
4,7,1643,1616
4,8,1751,1616
4,9,1797,1616
4,10,1990,1616
4,11,1913,1616
4,12,2118,1616
10,1,2507,1824
10,2,1892,1824
10,3,2068,1824
10,4,2091,1824
10,5,1820,1824
10,6,1765,1824
10,7,1871,1824
10,8,1902,1824
10,9,1933,1824
10,10,1908,1824
10,11,2012,1824
10,12,2122,1824
11,1,4728,4542
11,2,4801,4542
11,3,4598,4542
11,4,4523,4542
11,5,4442,4542
11,6,4761,4542
11,7,4471,4542
11,8,4513,4542
11,9,4940,4542
11,10,5115,4542
11,11,5226,4542
11,12,5122,4542
11,1,713,315
11,2,422,315
11,3,544,315
11,4,39,315
11,5,498,315
11,6,525,315
11,7,636,315
11,8,464,315
11,9,368,315
11,10,400,315
11,11,400,315
11,12,400,315
8,1,-2515,-2819
8,2,-2383,-2819
8,3,-1934,-2819
8,4,-1948,-2819
8,5,-1971,-2819
8,6,-1848,-2819
8,7,-2020,-2819
8,8,-2092,-2819
8,9,-2192,-2819
8,10,-1974,-2819
8,11,-2129,-2819
8,12,-2075,-2819
8,1,2732,3029
8,2,2457,3029
8,3,2399,3029
8,4,2401,3029
8,5,2305,3029
8,6,2390,3029
8,7,2075,3029
8,8,2106,3029
8,9,2121,3029
8,10,2160,3029
8,11,2281,3029
8,12,2223,3029
3,1,-2147,-1452
3,2,-2228,-1452
3,3,-2332,-1452
3,4,-2428,-1452
3,5,-2578,-1452
3,6,-2470,-1452
3,7,-2464,-1452
3,8,-2350,-1452
3,9,-2483,-1452
3,10,-2548,-1452
3,11,-2509,-1452
3,12,-2456,-1452
9,1,-1952,-2586
9,2,-2253,-2586
9,3,-1915,-2586
9,4,-2169,-2586
9,5,-1990,-2586
9,6,-1951,-2586
9,7,-1632,-2586
9,8,-1714,-2586
9,9,-1678,-2586
9,10,-1558,-2586
9,11,-1433,-2586
9,12,-1326,-2586
5,1,2212,1682
5,2,922,1682
5,3,330,1682
5,4,483,1682
5,5,609,1682
5,6,426,1682
5,7,377,1682
5,8,129,1682
5,9,127,1682
5,10,438,1682
5,11,287,1682
5,12,268,1682
4,1,1713,1645
4,2,1253,1645
4,3,1335,1645
4,4,1352,1645
4,5,1421,1645
4,6,1330,1645
4,7,1199,1645
4,8,1058,1645
4,9,1216,1645
4,10,1298,1645
4,11,1138,1645
4,12,1319,1645
6,1,-2174,-1919
6,2,-2413,-1919
6,3,-2422,-1919
6,4,-2299,-1919
6,5,-2412,-1919
6,6,-2501,-1919
6,7,-2675,-1919
6,8,-2518,-1919
6,9,-2489,-1919
6,10,-2375,-1919
6,11,-2489,-1919
6,12,-2511,-1919
12,1,-260,-761
12,2,-684,-761
12,3,-330,-761
12,4,-781,-761
12,5,-270,-761
12,6,-545,-761
12,7,52,-761
12,8,-613,-761
12,9,-474,-761
12,10,-1000,-761
12,11,-800,-761
12,12,-600,-761
4,1,-742,-744
4,2,-815,-744
4,3,-837,-744
4,4,-957,-744
4,5,-691,-744
4,6,-584,-744
4,7,-717,-744
4,8,-774,-744
4,9,-897,-744
4,10,-695,-744
4,11,-612,-744
4,12,-480,-744
7,1,2059,2356
7,2,2033,2356
7,3,1954,2356
7,4,1822,2356
7,5,1842,2356
7,6,1875,2356
7,7,1770,2356
7,8,1761,2356
7,9,1909,2356
7,10,1967,2356
7,11,2169,2356
7,12,2264,2356
11,1,1441,751
11,2,577,751
11,3,1247,751
11,4,1450,751
11,5,1242,751
11,6,1233,751
11,7,1229,751
11,8,1035,751
11,9,1185,751
11,10,1066,751
11,11,947,751
11,12,865,751
7,1,-627,-1096
7,2,-795,-1096
7,3,-914,-1096
7,4,-901,-1096
7,5,-982,-1096
7,6,-1135,-1096
7,7,-578,-1096
7,8,-490,-1096
7,9,-621,-1096
7,10,-796,-1096
7,11,-446,-1096
7,12,-549,-1096
9,1,2089,1648
9,2,2398,1648
9,3,4101,1648
9,4,4662,1648
9,5,4858,1648
9,6,5268,1648
9,7,5496,1648
9,8,5940,1648
9,9,5665,1648
9,10,5654,1648
9,11,5357,1648
9,12,5415,1648
2,1,770,651
2,2,986,651
2,3,813,651
2,4,1080,651
2,5,1359,651
2,6,1446,651
2,7,1356,651
2,8,1488,651
2,9,1419,651
2,10,1453,651
2,11,1400,651
2,12,1666,651
6,1,-679,-466
6,2,-1279,-466
6,3,-1295,-466
6,4,-1452,-466
6,5,-1621,-466
6,6,-2104,-466
6,7,-1781,-466
6,8,-1653,-466
6,9,-2072,-466
6,10,-1966,-466
6,11,-1886,-466
6,12,-2082,-466
10,1,617,372
10,2,493,372
10,3,944,372
10,4,792,372
10,5,857,372
10,6,869,372
10,7,885,372
10,8,1078,372
10,9,1465,372
10,10,1291,372
10,11,1454,372
10,12,1453,372
7,1,-348,-100
7,2,-577,-100
7,3,-552,-100
7,4,-128,-100
7,5,-272,-100
7,6,121,-100
7,7,19,-100
7,8,244,-100
7,9,-4,-100
7,10,37,-100
7,11,-161,-100
7,12,-98,-100
1,1,676,321
1,2,761,321
1,3,628,321
1,4,568,321
1,5,178,321
1,6,89,321
1,7,76,321
1,8,513,321
1,9,241,321
1,10,499,321
1,11,299,321
1,12,328,321
4,1,-482,-825
4,2,-308,-825
4,3,-488,-825
4,4,-270,-825
4,5,-271,-825
4,6,-189,-825
4,7,-246,-825
4,8,-143,-825
4,9,-338,-825
4,10,-34,-825
4,11,-197,-825
4,12,-126,-825
12,1,1638,1184
12,2,731,1184
12,3,1234,1184
12,4,698,1184
12,5,896,1184
12,6,757,1184
12,7,334,1184
12,8,227,1184
12,9,600,1184
12,10,89,1184
12,11,0,1184
12,12,-200,1184
3,1,1729,1724
3,2,1767,1724
3,3,1594,1724
3,4,1766,1724
3,5,1688,1724
3,6,1521,1724
3,7,1152,1724
3,8,1179,1724
3,9,958,1724
3,10,946,1724
3,11,757,1724
3,12,955,1724
9,1,-491,-646
9,2,-298,-646
9,3,-322,-646
9,4,-438,-646
9,5,-577,-646
9,6,-645,-646
9,7,-795,-646
9,8,-746,-646
9,9,-1073,-646
9,10,-1139,-646
9,11,-1236,-646
9,12,-1093,-646
7,1,-686,-221
7,2,-1040,-221
7,3,-498,-221
7,4,-598,-221
7,5,-503,-221
7,6,-420,-221
7,7,-380,-221
7,8,-477,-221
7,9,-315,-221
7,10,-410,-221
7,11,-379,-221
7,12,-489,-221
5,1,1313,872
5,2,976,872
5,3,933,872
5,4,990,872
5,5,1117,872
5,6,1331,872
5,7,1184,872
5,8,1342,872
5,9,1325,872
5,10,1327,872
5,11,1290,872
5,12,1107,872
4,1,106,658
4,2,-11,658
4,3,-56,658
4,4,-82,658
4,5,-246,658
4,6,-75,658
4,7,-276,658
4,8,-30,658
4,9,-4,658
4,10,-139,658
4,11,-307,658
4,12,-102,658
3,1,2730,2636
3,2,2721,2636
3,3,2825,2636
3,4,2610,2636
3,5,2799,2636
3,6,2722,2636
3,7,2625,2636
3,8,2939,2636
3,9,2776,2636
3,10,2973,2636
3,11,2913,2636
3,12,2951,2636
11,1,1629,745
11,2,876,745
11,3,1912,745
11,4,1189,745
11,5,1616,745
11,6,1472,745
11,7,1506,745
11,8,1964,745
11,9,1468,745
11,10,1874,745
11,11,1980,745
11,12,1891,745
12,1,5539,3385
12,2,5594,3385
12,3,5845,3385
12,4,5876,3385
12,5,6114,3385
12,6,6251,3385
12,7,6000,3385
12,8,6000,3385
12,9,6000,3385
12,10,6000,3385
12,11,6000,3385
1,1,-655,-401
1,2,-546,-401
1,3,-358,-401
1,4,-134,-401
1,5,-324,-401
1,6,-306,-401
1,7,-547,-401
1,8,-544,-401
1,9,-616,-401
1,10,-319,-401
1,11,-410,-401
1,12,-230,-401
12,1,-3654,-4227
12,2,-3904,-4227
12,3,-3747,-4227
12,4,-3462,-4227
12,5,-3423,-4227
12,6,-3019,-4227
12,7,-3342,-4227
12,8,-3363,-4227
12,9,-3400,-4227
12,10,-3600,-4227
12,11,-4000,-4227
4,1,2703,1142
4,2,2957,1142
4,3,3433,1142
4,4,3318,1142
4,5,3043,1142
4,6,2955,1142
4,7,2775,1142
4,8,2810,1142
4,9,2511,1142
4,10,2544,1142
4,11,2400,1142
4,12,2277,1142
10,1,620,374
10,2,197,374
10,3,229,374
10,4,-94,374
10,5,477,374
10,6,674,374
10,7,698,374
10,8,779,374
10,9,782,374
10,10,556,374
10,11,534,374
10,12,688,374
11,1,3172,2433
11,2,3158,2433
11,3,3140,2433
11,4,3670,2433
11,5,3831,2433
11,6,3679,2433
11,7,3636,2433
11,8,3537,2433
11,9,3783,2433
11,10,3591,2433
11,11,3846,2433
11,12,3800,2433
9,1,819,986
9,2,430,986
9,3,380,986
9,4,264,986
9,5,303,986
9,6,142,986
9,7,-37,986
9,8,-196,986
9,9,-121,986
9,10,-115,986
9,11,-273,986
9,12,-428,986
12,1,-300,-988
12,2,-563,-988
12,3,-144,-988
12,4,-262,-988
12,5,217,-988
12,6,147,-988
12,7,339,-988
12,8,-9,-988
12,9,173,-988
12,10,246,-988
12,11,400,-988
12,12,400,-988
11,1,1290,623
11,2,630,623
11,3,482,623
11,4,1161,623
11,5,1515,623
11,6,1498,623
11,7,1483,623
11,8,1390,623
11,9,1635,623
11,10,1730,623
11,11,1302,623
11,12,1000,623
9,1,1110,185
9,2,414,185
9,3,1067,185
9,4,1056,185
9,5,1222,185
9,6,434,185
9,7,618,185
9,8,177,185
9,9,660,185
9,10,498,185
9,11,282,185
9,12,546,185
1,1,742,20
1,2,442,20
1,3,308,20
1,4,432,20
1,5,248,20
1,6,300,20
1,7,18,20
1,8,153,20
1,9,-60,20
1,10,61,20
1,11,-51,20
1,12,139,20
7,1,-1560,-1092
7,2,-1674,-1092
7,3,-1500,-1092
7,4,-1541,-1092
7,5,-1601,-1092
7,6,-1393,-1092
7,7,-1351,-1092
7,8,-1404,-1092
7,9,-1559,-1092
7,10,-1549,-1092
7,11,-1257,-1092
7,12,-1170,-1092
1,1,-390,-818
1,2,-162,-818
1,3,117,-818
1,4,341,-818
1,5,235,-818
1,6,551,-818
1,7,410,-818
1,8,581,-818
1,9,392,-818
1,10,541,-818
1,11,498,-818
1,12,692,-818
6,1,-75,-631
6,2,-26,-631
6,3,0,-631
6,4,-32,-631
6,5,200,-631
6,6,130,-631
6,7,-346,-631
6,8,-179,-631
6,9,-185,-631
6,10,-87,-631
6,11,-145,-631
6,12,-50,-631
11,1,-342,-400
11,2,-512,-400
11,3,-814,-400
11,4,-835,-400
11,5,-634,-400
11,6,-997,-400
11,7,-619,-400
11,8,-949,-400
11,9,-829,-400
11,10,-1056,-400
11,11,-676,-400
11,12,-802,-400
12,1,1864,1018
12,2,1526,1018
12,3,1261,1018
12,4,862,1018
12,5,1136,1018
12,6,1351,1018
12,7,1559,1018
12,8,1767,1018
12,9,1626,1018
12,10,1525,1018
12,11,1706,1018
12,12,2600,1018
info string pcdata: 9586 rows
