islay 0.1.0 - Othello/Reversi engine (movegen backend: hybrid (int+NEON))
type 'uci', 'go perft <depth> [nocache]', 'd', 'test', or 'quit'
info string pattern weights loaded: weights/v12.pat (v3, 15 stages x 167332)
info string option EvalFile = weights/v12.pat
stage,depth,score,standpat
10,9,4389,4885
10,10,4336,4885
10,11,4542,4885
10,12,4350,4885
3,1,-282,236
3,2,-15,236
3,3,-390,236
3,4,-322,236
3,5,-492,236
3,6,-520,236
3,7,-641,236
3,8,-450,236
3,9,-570,236
3,10,-398,236
3,11,-521,236
3,12,-366,236
8,1,1141,623
8,2,628,623
8,3,910,623
8,4,427,623
8,5,99,623
8,6,121,623
8,7,-1,623
8,8,-354,623
8,9,-467,623
8,10,-280,623
8,11,-678,623
8,12,-675,623
2,1,-1583,-1740
2,2,-1749,-1740
2,3,-1605,-1740
2,4,-1627,-1740
2,5,-1717,-1740
2,6,-1634,-1740
2,7,-1954,-1740
2,8,-1912,-1740
2,9,-1925,-1740
2,10,-1969,-1740
2,11,-1846,-1740
2,12,-1960,-1740
8,1,794,81
8,2,159,81
8,3,348,81
8,4,179,81
8,5,224,81
8,6,267,81
8,7,-97,81
8,8,-36,81
8,9,-119,81
8,10,-128,81
8,11,-57,81
8,12,-120,81
1,1,-861,-807
1,2,-388,-807
1,3,-221,-807
1,4,143,-807
1,5,103,-807
1,6,246,-807
1,7,296,-807
1,8,501,-807
1,9,406,-807
1,10,405,-807
1,11,485,-807
1,12,481,-807
9,1,-2414,-2429
9,2,-2948,-2429
9,3,-2737,-2429
9,4,-2918,-2429
9,5,-2818,-2429
9,6,-2495,-2429
9,7,-2383,-2429
9,8,-2672,-2429
9,9,-2556,-2429
9,10,-2533,-2429
9,11,-2355,-2429
9,12,-2671,-2429
9,1,272,238
9,2,35,238
9,3,-191,238
9,4,-366,238
9,5,-117,238
9,6,-236,238
9,7,-195,238
9,8,-616,238
9,9,-587,238
9,10,-379,238
9,11,-320,238
9,12,-606,238
6,1,-3234,-3655
6,2,-3307,-3655
6,3,-3286,-3655
6,4,-3007,-3655
6,5,-2749,-3655
6,6,-2600,-3655
6,7,-2503,-3655
6,8,-2371,-3655
6,9,-2406,-3655
6,10,-2239,-3655
6,11,-2197,-3655
6,12,-2252,-3655
9,1,-354,-592
9,2,-1026,-592
9,3,-1036,-592
9,4,-985,-592
9,5,-927,-592
9,6,-784,-592
9,7,-589,-592
9,8,-559,-592
9,9,-579,-592
9,10,55,-592
9,11,-169,-592
9,12,-2,-592
1,1,966,588
1,2,736,588
1,3,614,588
1,4,748,588
1,5,845,588
1,6,865,588
1,7,753,588
1,8,634,588
1,9,496,588
1,10,547,588
1,11,365,588
1,12,505,588
8,1,2652,2340
8,2,2010,2340
8,3,2241,2340
8,4,2142,2340
8,5,2546,2340
8,6,2386,2340
8,7,2416,2340
8,8,2723,2340
8,9,2595,2340
8,10,2489,2340
8,11,2572,2340
8,12,2635,2340
12,1,1481,716
12,2,1159,716
12,3,1405,716
12,4,1311,716
12,5,1267,716
12,6,1012,716
12,7,1026,716
12,8,1131,716
12,9,1269,716
12,10,1201,716
12,11,1400,716
12,12,1800,716
7,1,539,843
7,2,558,843
7,3,1034,843
7,4,675,843
7,5,839,843
7,6,854,843
7,7,1259,843
7,8,1299,843
7,9,1576,843
7,10,1634,843
7,11,1762,843
7,12,1882,843
12,1,482,427
12,2,93,427
12,3,337,427
12,4,375,427
12,5,723,427
12,6,674,427
12,7,812,427
12,8,879,427
12,9,957,427
12,10,1000,427
12,11,1200,427
6,1,-2084,-2024
6,2,-2280,-2024
6,3,-1909,-2024
6,4,-1683,-2024
6,5,-1845,-2024
6,6,-2045,-2024
6,7,-2073,-2024
6,8,-1951,-2024
6,9,-2019,-2024
6,10,-2226,-2024
6,11,-2108,-2024
6,12,-2068,-2024
6,1,1302,1007
6,2,1405,1007
6,3,801,1007
6,4,1402,1007
6,5,1084,1007
6,6,1518,1007
6,7,1286,1007
6,8,1307,1007
6,9,1219,1007
6,10,1365,1007
6,11,1513,1007
6,12,1455,1007
7,1,118,375
7,2,614,375
7,3,75,375
7,4,443,375
7,5,233,375
7,6,574,375
7,7,179,375
7,8,390,375
7,9,68,375
7,10,41,375
7,11,60,375
7,12,142,375
2,1,2739,2395
2,2,2389,2395
2,3,2423,2395
2,4,2083,2395
2,5,1863,2395
2,6,1740,2395
2,7,1654,2395
2,8,1732,2395
2,9,1599,2395
2,10,1673,2395
2,11,1591,2395
2,12,1592,2395
12,1,-43,-585
12,2,-1072,-585
12,3,-524,-585
12,4,-1666,-585
12,5,-1255,-585
12,6,-1478,-585
12,7,-1462,-585
12,8,-1549,-585
12,9,-1494,-585
12,10,-1755,-585
12,11,-1800,-585
12,12,-2200,-585
5,1,4217,4089
5,2,4194,4089
5,3,4146,4089
5,4,4114,4089
5,5,3962,4089
5,6,3817,4089
5,7,3869,4089
5,8,3696,4089
5,9,3427,4089
5,10,3618,4089
5,11,3394,4089
5,12,3410,4089
4,1,-1775,-2166
4,2,-1406,-2166
4,3,-1748,-2166
4,4,-1596,-2166
4,5,-1803,-2166
4,6,-1718,-2166
4,7,-1765,-2166
4,8,-1824,-2166
4,9,-1840,-2166
4,10,-1839,-2166
4,11,-1823,-2166
4,12,-1835,-2166
6,1,89,-605
6,2,-590,-605
6,3,-237,-605
6,4,-336,-605
6,5,-299,-605
6,6,-437,-605
6,7,-388,-605
6,8,-414,-605
6,9,-508,-605
6,10,-548,-605
6,11,-512,-605
6,12,-651,-605
8,1,-2314,-2400
8,2,-3504,-2400
8,3,-3753,-2400
8,4,-3102,-2400
8,5,-3085,-2400
8,6,-3212,-2400
8,7,-3140,-2400
8,8,-3234,-2400
8,9,-2849,-2400
8,10,-3051,-2400
8,11,-3084,-2400
8,12,-3179,-2400
6,1,-145,-247
6,2,82,-247
6,3,-106,-247
6,4,-10,-247
6,5,308,-247
6,6,199,-247
6,7,306,-247
6,8,450,-247
6,9,431,-247
6,10,385,-247
6,11,266,-247
6,12,291,-247
9,1,-421,-441
9,2,-701,-441
9,3,-1189,-441
9,4,-882,-441
9,5,-803,-441
9,6,-789,-441
9,7,-444,-441
9,8,-427,-441
9,9,-784,-441
9,10,-737,-441
9,11,-673,-441
9,12,-798,-441
7,1,1919,1699
7,2,1157,1699
7,3,938,1699
7,4,704,1699
7,5,726,1699
7,6,561,1699
7,7,339,1699
7,8,277,1699
7,9,102,1699
7,10,231,1699
7,11,110,1699
7,12,-242,1699
1,1,213,-429
1,2,174,-429
1,3,217,-429
1,4,127,-429
1,5,134,-429
1,6,164,-429
1,7,153,-429
1,8,267,-429
1,9,-4,-429
1,10,218,-429
1,11,81,-429
1,12,129,-429
9,1,666,346
9,2,510,346
9,3,756,346
9,4,1066,346
9,5,1446,346
9,6,984,346
9,7,843,346
9,8,899,346
9,9,888,346
9,10,981,346
9,11,732,346
9,12,738,346
8,1,-623,-1635
8,2,-1318,-1635
8,3,-962,-1635
8,4,-1254,-1635
8,5,-970,-1635
8,6,-1342,-1635
8,7,-1398,-1635
8,8,-1564,-1635
8,9,-1582,-1635
8,10,-1708,-1635
8,11,-1629,-1635
8,12,-1699,-1635
3,1,2249,2648
3,2,2937,2648
3,3,3155,2648
3,4,3158,2648
3,5,2600,2648
3,6,2435,2648
3,7,2812,2648
3,8,2483,2648
3,9,2205,2648
3,10,2467,2648
3,11,2380,2648
3,12,2378,2648
9,1,1657,1415
9,2,1815,1415
9,3,2062,1415
9,4,2385,1415
9,5,2535,1415
9,6,2629,1415
9,7,2838,1415
9,8,2870,1415
9,9,2976,1415
9,10,2876,1415
9,11,3279,1415
9,12,3233,1415
8,1,2832,2638
8,2,2989,2638
8,3,3088,2638
8,4,2639,2638
8,5,2765,2638
8,6,3251,2638
8,7,3594,2638
8,8,3345,2638
8,9,3481,2638
8,10,3621,2638
8,11,3644,2638
8,12,3852,2638
7,1,2236,2558
7,2,1679,2558
7,3,1653,2558
7,4,1409,2558
7,5,1437,2558
7,6,1415,2558
7,7,1348,2558
7,8,1236,2558
7,9,1365,2558
7,10,1266,2558
7,11,942,2558
7,12,886,2558
2,1,3422,3446
2,2,3529,3446
2,3,3487,3446
2,4,3470,3446
2,5,3378,3446
2,6,3421,3446
2,7,3516,3446
2,8,3441,3446
2,9,3489,3446
2,10,3448,3446
2,11,3407,3446
2,12,3390,3446
5,1,-1596,-2235
5,2,-1773,-2235
5,3,-2059,-2235
5,4,-1802,-2235
5,5,-2040,-2235
5,6,-1861,-2235
5,7,-1986,-2235
5,8,-2109,-2235
5,9,-2193,-2235
5,10,-2207,-2235
5,11,-2383,-2235
5,12,-2347,-2235
9,1,-232,-478
9,2,-483,-478
9,3,-381,-478
9,4,-522,-478
9,5,-522,-478
9,6,-544,-478
9,7,-379,-478
9,8,-432,-478
9,9,-435,-478
9,10,-413,-478
9,11,-290,-478
9,12,-384,-478
11,1,1439,1548
11,2,1079,1548
11,3,1135,1548
11,4,1111,1548
11,5,926,1548
11,6,727,1548
11,7,623,1548
11,8,831,1548
11,9,879,1548
11,10,996,1548
11,11,1215,1548
11,12,1343,1548
3,1,1713,1317
3,2,1661,1317
3,3,1852,1317
3,4,1873,1317
3,5,1646,1317
3,6,1624,1317
3,7,1465,1317
3,8,1454,1317
3,9,1330,1317
3,10,1518,1317
3,11,1478,1317
3,12,1431,1317
4,1,-788,-1478
4,2,-1118,-1478
4,3,-1075,-1478
4,4,-931,-1478
4,5,-1178,-1478
4,6,-1009,-1478
4,7,-988,-1478
4,8,-975,-1478
4,9,-1049,-1478
4,10,-950,-1478
4,11,-1067,-1478
4,12,-803,-1478
11,1,948,588
11,2,712,588
11,3,1365,588
11,4,895,588
11,5,861,588
11,6,857,588
11,7,614,588
11,8,509,588
11,9,518,588
11,10,426,588
11,11,481,588
11,12,400,588
7,1,556,69
7,2,-288,69
7,3,-565,69
7,4,-476,69
7,5,-641,69
7,6,-394,69
7,7,-508,69
7,8,-476,69
7,9,-606,69
7,10,-454,69
7,11,-609,69
7,12,-708,69
4,1,-139,-530
4,2,553,-530
4,3,558,-530
4,4,863,-530
4,5,348,-530
4,6,325,-530
4,7,203,-530
4,8,266,-530
4,9,237,-530
4,10,279,-530
4,11,188,-530
4,12,385,-530
8,1,-1442,-2928
8,2,-1736,-2928
8,3,-1317,-2928
8,4,-1276,-2928
8,5,-1521,-2928
8,6,-1515,-2928
8,7,-1472,-2928
8,8,-1533,-2928
8,9,-1611,-2928
8,10,-1751,-2928
8,11,-1653,-2928
8,12,-1488,-2928
4,1,-1164,-1582
4,2,-1226,-1582
4,3,-1478,-1582
4,4,-1465,-1582
4,5,-1454,-1582
4,6,-1501,-1582
4,7,-1710,-1582
4,8,-1562,-1582
4,9,-1445,-1582
4,10,-1360,-1582
4,11,-1472,-1582
4,12,-1385,-1582
3,1,-2050,-2037
3,2,-2167,-2037
3,3,-2055,-2037
3,4,-2032,-2037
3,5,-2186,-2037
3,6,-2050,-2037
3,7,-2236,-2037
3,8,-1833,-2037
3,9,-1752,-2037
3,10,-1409,-2037
3,11,-1408,-2037
3,12,-1338,-2037
8,1,2042,1467
8,2,1844,1467
8,3,1676,1467
8,4,1937,1467
8,5,1763,1467
8,6,2060,1467
8,7,1942,1467
8,8,1892,1467
8,9,1914,1467
8,10,2047,1467
8,11,2232,1467
8,12,2346,1467
12,1,1646,1064
12,2,759,1064
12,3,2291,1064
12,4,1504,1064
12,5,1374,1064
12,6,1175,1064
12,7,1326,1064
12,8,943,1064
12,9,1419,1064
12,10,1200,1064
12,11,1200,1064
7,1,2735,2861
7,2,2682,2861
7,3,2628,2861
7,4,2631,2861
7,5,2429,2861
7,6,2272,2861
7,7,2169,2861
7,8,2394,2861
7,9,2145,2861
7,10,2146,2861
7,11,2202,2861
7,12,2137,2861
4,1,888,1220
4,2,709,1220
4,3,599,1220
4,4,589,1220
4,5,745,1220
4,6,762,1220
4,7,727,1220
4,8,738,1220
4,9,357,1220
4,10,392,1220
4,11,348,1220
4,12,321,1220
1,1,431,253
1,2,254,253
1,3,177,253
1,4,227,253
1,5,-128,253
1,6,49,253
1,7,-232,253
1,8,-107,253
1,9,-74,253
1,10,-62,253
1,11,-263,253
1,12,-171,253
12,1,1186,1488
12,2,385,1488
12,3,596,1488
12,4,731,1488
12,5,1569,1488
12,6,1179,1488
12,7,1012,1488
12,8,1366,1488
12,9,697,1488
12,10,1400,1488
12,11,1400,1488
10,1,4248,3660
10,2,4303,3660
10,3,4567,3660
10,4,4749,3660
10,5,4714,3660
10,6,4462,3660
10,7,4678,3660
10,8,4447,3660
10,9,4626,3660
10,10,5178,3660
10,11,5216,3660
10,12,5343,3660
9,1,-970,-1745
9,2,-1892,-1745
9,3,-1670,-1745
9,4,-1898,-1745
9,5,-1735,-1745
9,6,-1626,-1745
9,7,-1783,-1745
9,8,-1931,-1745
9,9,-1883,-1745
9,10,-1731,-1745
9,11,-1770,-1745
9,12,-1915,-1745
1,1,106,-291
1,2,-174,-291
1,3,-17,-291
1,4,-117,-291
1,5,71,-291
1,6,127,-291
1,7,157,-291
1,8,118,-291
1,9,-44,-291
1,10,47,-291
1,11,-17,-291
1,12,156,-291
7,1,-4913,-4609
7,2,-4448,-4609
7,3,-4599,-4609
7,4,-4406,-4609
7,5,-4461,-4609
7,6,-4645,-4609
7,7,-4461,-4609
7,8,-4213,-4609
7,9,-4115,-4609
7,10,-4408,-4609
7,11,-4369,-4609
7,12,-4346,-4609
9,1,-401,-781
9,2,-808,-781
9,3,-394,-781
9,4,-674,-781
9,5,-263,-781
9,6,-349,-781
9,7,-319,-781
9,8,-443,-781
9,9,-555,-781
9,10,-520,-781
9,11,-190,-781
9,12,-597,-781
12,1,1258,791
12,2,650,791
12,3,1187,791
12,4,578,791
12,5,1036,791
12,6,475,791
12,7,816,791
12,8,1046,791
12,9,660,791
12,10,915,791
12,11,1200,791
12,12,1200,791
9,1,-2393,-2618
9,2,-2358,-2618
9,3,-2217,-2618
9,4,-2193,-2618
9,5,-2180,-2618
9,6,-2201,-2618
9,7,-2081,-2618
9,8,-2555,-2618
9,9,-2623,-2618
9,10,-2701,-2618
9,11,-2485,-2618
9,12,-2877,-2618
7,1,-179,-162
7,2,-85,-162
7,3,206,-162
7,4,-220,-162
7,5,-61,-162
7,6,14,-162
7,7,148,-162
7,8,90,-162
7,9,-358,-162
7,10,-182,-162
7,11,-91,-162
7,12,-39,-162
8,1,-1107,-1752
8,2,-1612,-1752
8,3,-724,-1752
8,4,-1091,-1752
8,5,-1145,-1752
8,6,-824,-1752
8,7,-1357,-1752
8,8,-1440,-1752
8,9,-1203,-1752
8,10,-1306,-1752
8,11,-1499,-1752
8,12,-1428,-1752
5,1,4029,3975
5,2,3441,3975
5,3,3078,3975
5,4,2840,3975
5,5,2676,3975
5,6,2701,3975
5,7,2655,3975
5,8,2690,3975
5,9,2673,3975
5,10,2811,3975
5,11,2852,3975
5,12,2703,3975
7,1,1699,1335
7,2,647,1335
7,3,828,1335
7,4,689,1335
7,5,516,1335
7,6,562,1335
7,7,284,1335
7,8,602,1335
7,9,456,1335
7,10,393,1335
7,11,342,1335
7,12,800,1335
1,1,1392,1323
1,2,1393,1323
1,3,1506,1323
1,4,1683,1323
1,5,1489,1323
1,6,1633,1323
1,7,1471,1323
1,8,1428,1323
1,9,1486,1323
1,10,1679,1323
1,11,1603,1323
1,12,1679,1323
8,1,1361,1670
8,2,2158,1670
8,3,1840,1670
8,4,2426,1670
8,5,1981,1670
8,6,2016,1670
8,7,2189,1670
8,8,2263,1670
8,9,2147,1670
8,10,2262,1670
8,11,2089,1670
8,12,1973,1670
5,1,-2184,-1719
5,2,-2333,-1719
5,3,-2845,-1719
5,4,-2456,-1719
5,5,-2954,-1719
5,6,-2761,-1719
5,7,-2997,-1719
5,8,-2831,-1719
5,9,-3029,-1719
5,10,-2974,-1719
5,11,-2984,-1719
5,12,-2929,-1719
7,1,3941,895
7,2,4019,895
7,3,4464,895
7,4,4536,895
7,5,4854,895
7,6,5232,895
7,7,5305,895
7,8,5481,895
7,9,5790,895
7,10,5911,895
7,11,6133,895
7,12,6223,895
10,1,2020,1567
10,2,1839,1567
10,3,1569,1567
10,4,1383,1567
10,5,1587,1567
10,6,1968,1567
10,7,2052,1567
10,8,2209,1567
10,9,2141,1567
10,10,2187,1567
10,11,2277,1567
10,12,2122,1567
6,1,686,755
6,2,408,755
6,3,319,755
6,4,325,755
6,5,470,755
6,6,230,755
6,7,328,755
6,8,173,755
6,9,356,755
6,10,233,755
6,11,134,755
6,12,68,755
1,1,169,10
1,2,119,10
1,3,253,10
1,4,150,10
1,5,101,10
1,6,286,10
1,7,334,10
1,8,470,10
1,9,304,10
1,10,508,10
1,11,502,10
1,12,735,10
1,1,-270,-346
1,2,-274,-346
1,3,-55,-346
1,4,203,-346
1,5,142,-346
1,6,266,-346
1,7,149,-346
1,8,345,-346
1,9,314,-346
1,10,334,-346
1,11,463,-346
1,12,584,-346
12,1,2090,954
12,2,1753,954
12,3,2168,954
12,4,1242,954
12,5,1465,954
12,6,2159,954
12,7,2115,954
12,8,1984,954
12,9,3153,954
12,10,3000,954
12,11,3000,954
8,1,2025,911
8,2,1627,911
8,3,1478,911
8,4,1597,911
8,5,1551,911
8,6,1627,911
8,7,1816,911
8,8,1910,911
8,9,1616,911
8,10,1628,911
8,11,1431,911
8,12,1554,911
1,1,10,-654
1,2,-82,-654
1,3,182,-654
1,4,106,-654
1,5,-67,-654
1,6,-213,-654
1,7,-469,-654
1,8,-369,-654
1,9,-274,-654
1,10,-377,-654
1,11,-434,-654
1,12,-517,-654
5,1,-1109,-1490
5,2,-1426,-1490
5,3,-1318,-1490
5,4,-1175,-1490
5,5,-1229,-1490
5,6,-1060,-1490
5,7,-1045,-1490
5,8,-830,-1490
5,9,-925,-1490
5,10,-719,-1490
5,11,-1040,-1490
5,12,-1104,-1490
4,1,1124,965
4,2,988,965
4,3,1001,965
4,4,1161,965
4,5,901,965
4,6,852,965
4,7,678,965
4,8,752,965
4,9,600,965
4,10,594,965
4,11,404,965
4,12,404,965
8,1,-2528,-3305
8,2,-3582,-3305
8,3,-3432,-3305
8,4,-3587,-3305
8,5,-3511,-3305
8,6,-3471,-3305
8,7,-3490,-3305
8,8,-3382,-3305
8,9,-3527,-3305
8,10,-3427,-3305
8,11,-3381,-3305
8,12,-3236,-3305
8,1,-2388,-2756
8,2,-2877,-2756
8,3,-2988,-2756
8,4,-3715,-2756
8,5,-3519,-2756
8,6,-3370,-2756
8,7,-3342,-2756
8,8,-3810,-2756
8,9,-3564,-2756
8,10,-3852,-2756
8,11,-3666,-2756
8,12,-3936,-2756
6,1,1110,1187
6,2,1278,1187
6,3,1962,1187
6,4,1877,1187
6,5,2254,1187
6,6,2535,1187
6,7,2442,1187
6,8,2442,1187
6,9,2196,1187
6,10,2441,1187
6,11,2380,1187
6,12,2476,1187
3,1,2571,3146
3,2,3002,3146
3,3,2821,3146
3,4,3029,3146
3,5,3004,3146
3,6,2953,3146
3,7,2952,3146
3,8,3118,3146
3,9,3078,3146
3,10,3062,3146
3,11,2839,3146
3,12,2958,3146
6,1,-168,-575
6,2,59,-575
6,3,46,-575
6,4,-10,-575
6,5,-126,-575
6,6,-337,-575
6,7,-179,-575
6,8,-125,-575
6,9,-368,-575
6,10,-328,-575
6,11,-521,-575
6,12,-586,-575
5,1,5218,5023
5,2,4839,5023
5,3,4425,5023
5,4,4222,5023
5,5,4106,5023
5,6,4441,5023
5,7,4245,5023
5,8,4383,5023
5,9,4276,5023
5,10,4310,5023
5,11,4340,5023
5,12,4161,5023
11,1,-1714,-2039
11,2,-2137,-2039
11,3,-1878,-2039
11,4,-1892,-2039
11,5,-1638,-2039
11,6,-1846,-2039
11,7,-2035,-2039
11,8,-2047,-2039
11,9,-1793,-2039
11,10,-1883,-2039
11,11,-2357,-2039
11,12,-2172,-2039
7,1,296,269
7,2,-57,269
7,3,-111,269
7,4,-390,269
7,5,-204,269
7,6,222,269
7,7,71,269
7,8,202,269
7,9,302,269
7,10,222,269
7,11,289,269
7,12,148,269
8,1,3554,3111
8,2,3643,3111
8,3,4665,3111
8,4,4588,3111
8,5,4344,3111
8,6,4497,3111
8,7,4566,3111
8,8,4762,3111
8,9,4737,3111
8,10,5305,3111
8,11,5057,3111
8,12,5397,3111
3,1,195,621
3,2,575,621
3,3,122,621
3,4,186,621
3,5,117,621
3,6,210,621
3,7,204,621
3,8,469,621
3,9,323,621
3,10,585,621
3,11,431,621
3,12,695,621
3,1,-169,-780
3,2,-431,-780
3,3,-591,-780
3,4,-774,-780
3,5,-855,-780
3,6,-781,-780
3,7,-843,-780
3,8,-766,-780
3,9,-918,-780
3,10,-997,-780
3,11,-1145,-780
3,12,-955,-780
8,1,2073,1866
8,2,1497,1866
8,3,2106,1866
8,4,1655,1866
8,5,2180,1866
8,6,1695,1866
8,7,1889,1866
8,8,1684,1866
8,9,1458,1866
8,10,1439,1866
8,11,1441,1866
8,12,1473,1866
1,1,540,-29
1,2,286,-29
1,3,227,-29
1,4,348,-29
1,5,221,-29
1,6,194,-29
1,7,123,-29
1,8,236,-29
1,9,267,-29
1,10,503,-29
1,11,273,-29
1,12,386,-29
8,1,-4032,-5072
8,2,-4600,-5072
8,3,-4207,-5072
8,4,-4508,-5072
8,5,-3851,-5072
8,6,-3852,-5072
8,7,-3821,-5072
8,8,-3565,-5072
8,9,-3720,-5072
8,10,-3675,-5072
8,11,-3175,-5072
8,12,-3248,-5072
9,1,1012,974
9,2,880,974
9,3,1277,974
9,4,1411,974
9,5,1721,974
9,6,1916,974
9,7,1236,974
9,8,1664,974
9,9,2022,974
9,10,1726,974
9,11,1725,974
9,12,2056,974
1,1,-172,34
1,2,-443,34
1,3,-309,34
1,4,-177,34
1,5,-461,34
1,6,32,34
1,7,-320,34
1,8,-59,34
1,9,-430,34
1,10,-217,34
1,11,-344,34
1,12,-227,34
10,1,1521,1641
10,2,1178,1641
10,3,1063,1641
10,4,1346,1641
10,5,1314,1641
10,6,1221,1641
10,7,1393,1641
10,8,1302,1641
10,9,1414,1641
10,10,1705,1641
10,11,1609,1641
10,12,1470,1641
7,1,3754,3272
7,2,3400,3272
7,3,3437,3272
7,4,3314,3272
7,5,3215,3272
7,6,3254,3272
7,7,3348,3272
7,8,3046,3272
7,9,2953,3272
7,10,2962,3272
7,11,2923,3272
7,12,2702,3272
5,1,1580,1794
5,2,1507,1794
5,3,1328,1794
5,4,1310,1794
5,5,947,1794
5,6,1096,1794
5,7,917,1794
5,8,747,1794
5,9,767,1794
5,10,950,1794
5,11,860,1794
5,12,798,1794
7,1,-927,-1985
7,2,-1571,-1985
7,3,-1324,-1985
7,4,-1131,-1985
7,5,-1037,-1985
7,6,-1052,-1985
7,7,-836,-1985
7,8,-782,-1985
7,9,-847,-1985
7,10,-880,-1985
7,11,-659,-1985
7,12,-791,-1985
8,1,85,-127
8,2,364,-127
8,3,548,-127
8,4,753,-127
8,5,899,-127
8,6,379,-127
8,7,191,-127
8,8,119,-127
8,9,-54,-127
8,10,-61,-127
8,11,-207,-127
8,12,-193,-127
3,1,1703,1443
3,2,1596,1443
3,3,1469,1443
3,4,1444,1443
3,5,1349,1443
3,6,1299,1443
3,7,1323,1443
3,8,1476,1443
3,9,1186,1443
3,10,1801,1443
3,11,1454,1443
3,12,1637,1443
9,1,345,248
9,2,632,248
9,3,171,248
9,4,95,248
9,5,18,248
9,6,139,248
9,7,131,248
9,8,174,248
9,9,149,248
9,10,-112,248
9,11,-135,248
9,12,-222,248
11,1,403,300
11,2,512,300
11,3,596,300
11,4,509,300
11,5,705,300
11,6,775,300
11,7,915,300
11,8,795,300
11,9,1020,300
11,10,988,300
11,11,1062,300
11,12,1254,300
11,1,3638,6
11,2,3884,6
11,3,3629,6
11,4,3642,6
11,5,3806,6
11,6,3360,6
11,7,3110,6
11,8,3361,6
11,9,2913,6
11,10,3204,6
11,11,3026,6
11,12,3000,6
7,1,477,-99
7,2,478,-99
7,3,659,-99
7,4,1027,-99
7,5,1061,-99
7,6,804,-99
7,7,799,-99
7,8,830,-99
7,9,989,-99
7,10,1097,-99
7,11,771,-99
7,12,1041,-99
10,1,-276,-552
10,2,-771,-552
10,3,-100,-552
10,4,-1051,-552
10,5,-757,-552
10,6,-1405,-552
10,7,-1386,-552
10,8,-1283,-552
10,9,-1300,-552
10,10,-1170,-552
10,11,-1239,-552
10,12,-1166,-552
6,1,2012,318
6,2,1981,318
6,3,2216,318
6,4,1935,318
6,5,1822,318
6,6,1636,318
6,7,1706,318
6,8,1535,318
6,9,1628,318
6,10,1864,318
6,11,1523,318
6,12,1601,318
2,1,811,966
2,2,550,966
2,3,490,966
2,4,616,966
2,5,504,966
2,6,804,966
2,7,525,966
2,8,674,966
2,9,290,966
2,10,322,966
2,11,313,966
2,12,319,966
2,1,-1143,-1130
2,2,-874,-1130
2,3,-1217,-1130
2,4,-1012,-1130
2,5,-1290,-1130
2,6,-1188,-1130
2,7,-1485,-1130
2,8,-1400,-1130
2,9,-1475,-1130
2,10,-1485,-1130
2,11,-1660,-1130
2,12,-1626,-1130
5,1,1597,1382
5,2,1777,1382
5,3,1332,1382
5,4,1288,1382
5,5,1460,1382
5,6,1618,1382
5,7,1357,1382
5,8,1537,1382
5,9,1461,1382
5,10,1494,1382
5,11,1303,1382
5,12,1469,1382
8,1,-885,-994
8,2,-789,-994
8,3,-987,-994
8,4,-996,-994
8,5,-768,-994
8,6,-814,-994
8,7,-885,-994
8,8,-813,-994
8,9,-953,-994
8,10,-813,-994
8,11,-842,-994
8,12,-849,-994
8,1,4027,3591
8,2,3891,3591
8,3,3873,3591
8,4,4560,3591
8,5,4843,3591
8,6,4445,3591
8,7,4597,3591
8,8,4597,3591
8,9,5001,3591
8,10,4922,3591
8,11,4996,3591
8,12,5145,3591
2,1,822,780
2,2,998,780
2,3,1160,780
2,4,1493,780
2,5,1520,780
2,6,1388,780
2,7,1616,780
2,8,1585,780
2,9,1707,780
2,10,1774,780
2,11,1746,780
2,12,1715,780
8,1,1227,262
8,2,1164,262
8,3,1300,262
8,4,1155,262
8,5,1312,262
8,6,1122,262
8,7,1185,262
8,8,656,262
8,9,546,262
8,10,608,262
8,11,652,262
8,12,576,262
1,1,1163,785
1,2,760,785
1,3,707,785
1,4,221,785
1,5,-45,785
1,6,184,785
1,7,-116,785
1,8,189,785
1,9,-4,785
1,10,160,785
1,11,-115,785
1,12,-97,785
12,1,-508,-836
12,2,-1229,-836
12,3,-1041,-836
12,4,-382,-836
12,5,-138,-836
12,6,29,-836
12,7,-446,-836
12,8,-1065,-836
12,9,-64,-836
12,10,-600,-836
12,11,-600,-836
1,1,-654,-449
1,2,-456,-449
1,3,-358,-449
1,4,69,-449
1,5,2,-449
1,6,-10,-449
1,7,-72,-449
1,8,140,-449
1,9,135,-449
1,10,242,-449
1,11,126,-449
1,12,120,-449
10,1,2170,1485
10,2,2351,1485
10,3,3281,1485
10,4,2741,1485
10,5,2738,1485
10,6,2660,1485
10,7,2647,1485
10,8,2621,1485
10,9,2726,1485
10,10,2824,1485
10,11,3058,1485
10,12,3145,1485
5,1,-226,-252
5,2,-273,-252
5,3,-90,-252
5,4,105,-252
5,5,-53,-252
5,6,12,-252
5,7,-103,-252
5,8,101,-252
5,9,-83,-252
5,10,47,-252
5,11,43,-252
5,12,-155,-252
11,1,-1130,-1056
11,2,-1418,-1056
11,3,-1213,-1056
11,4,-1470,-1056
11,5,-1439,-1056
11,6,-1739,-1056
11,7,-1877,-1056
11,8,-2223,-1056
11,9,-2162,-1056
11,10,-2492,-1056
11,11,-2429,-1056
11,12,-2429,-1056
5,1,1908,1842
5,2,1913,1842
5,3,1792,1842
5,4,1688,1842
5,5,1695,1842
5,6,1370,1842
5,7,1499,1842
